avg_total_reward,avg_snake_size,avg_food_eaten,avg_moves,max_snake_size,max_food_eaten,max_moves,max_total_reward,model,combo
-12.291549999999999,0.5945,0.0325,2.8495,2,1,14,27.0,1,11
-11.954849999999999,0.601,0.0735,4.519,3,2,17,53.400000000000006,2,11
-11.836049999999998,0.612,0.0755,4.4545,3,2,19,54.3,3,11
-12.18885,0.596,0.0195,2.5245,3,2,11,53.7,4,11
-12.64145,0.5805,0.0565,4.8065,3,2,17,54.3,5,11
-11.9721,0.6055,0.068,4.6255,3,2,17,54.3,6,11
-11.457,0.6245,0.078,4.382,3,2,20,54.3,7,11
-11.863599999999998,0.606,0.0805,4.602,3,2,15,54.3,8,11
-12.55635,0.5865,0.052,4.9335,2,1,15,27.0,9,11
-12.293400000000002,0.593,0.0465,4.7605,2,1,16,27.0,10,11
-12.403150000000002,0.588,0.0555,4.889,2,1,15,27.0,11,11
-11.9455,0.608,0.069,4.5,3,2,19,54.0,12,11
-11.963,0.5995,0.0635,4.469,2,2,19,27.0,13,11
-11.538300000000001,0.6235,0.0745,4.2905,4,3,18,81.6,14,11
-12.4062,0.5895,0.053,4.964,2,1,15,27.0,15,11
-12.463700000000001,0.588,0.031,3.0555,3,2,14,53.7,16,11
-12.243799999999998,0.591,0.06,4.776,2,2,14,27.0,17,11
-12.4543,0.588,0.017,2.762,2,1,10,27.0,18,11
-12.3587,0.5915,0.0625,4.5265,3,2,19,54.3,19,11
-12.190299999999999,0.5955,0.0185,2.465,2,1,8,27.0,20,11
-12.002600000000001,0.605,0.068,4.5425,3,2,16,54.3,21,11
-12.02525,0.604,0.069,4.5685,3,2,20,54.0,22,11
-12.447,0.589,0.053,4.901,2,1,16,27.0,23,11
-12.6418,0.5805,0.051,4.921,2,1,16,27.0,24,11
-11.82095,0.6125,0.0695,4.33,3,2,17,53.7,25,11
-11.90135,0.603,0.07,4.4895,3,2,17,54.3,26,11
-11.943700000000002,0.6075,0.046,3.383,2,1,15,27.0,27,11
-11.83785,0.612,0.0715,4.203,3,2,20,54.3,28,11
-12.385650000000002,0.5905,0.0235,2.8385,3,2,12,53.7,29,11
-11.70135,0.6175,0.074,4.451,4,3,19,81.0,30,11
-12.22625,0.5975,0.037,3.0905,3,2,12,54.0,31,11
-11.8449,0.609,0.066,4.344,3,2,21,54.3,32,11
-12.1473,0.598,0.026,2.766,3,2,14,54.3,33,11
-12.19265,0.5965,0.0235,2.8085,2,1,11,27.0,34,11
-12.480799999999999,0.586,0.019,2.616,2,1,9,27.0,35,11
-13.114700000000001,0.571,0.0515,7.73,3,2,21,54.0,0,12
-13.59225,0.5585,0.0375,6.522,3,2,16,54.3,1,12
-11.6509,0.624,0.0565,9.207,3,2,21,53.7,2,12
-11.68685,0.62,0.066,8.865,3,2,24,54.0,3,12
-13.57135,0.557,0.033,5.7235,3,2,15,54.3,4,12
-11.514,0.6255,0.0505,9.348,3,2,19,54.3,5,12
-11.4886,0.629,0.051,9.0605,3,2,20,54.3,6,12
-11.8215,0.6175,0.0585,8.8595,3,2,25,54.3,7,12
-11.6855,0.6265,0.061,9.1865,3,2,21,53.400000000000006,8,12
-11.17895,0.6415,0.045,9.5325,2,1,18,27.0,9,12
-10.938400000000001,0.652,0.0385,9.6025,2,1,17,27.0,10,12
-11.62255,0.6255,0.0415,9.486,3,2,19,52.8,11,12
-11.611799999999999,0.628,0.0635,8.93,3,2,24,53.400000000000006,12,12
-11.592049999999999,0.6235,0.0615,9.0645,3,2,19,54.3,13,12
-12.035050000000002,0.614,0.059,8.8405,3,2,22,54.3,14,12
-11.405,0.634,0.045,9.6345,3,2,18,53.7,15,12
-13.5423,0.5625,0.046,7.1825,5,4,20,108.89999999999999,16,12
-11.3339,0.6355,0.0395,9.3935,2,2,19,27.0,17,12
-13.5754,0.558,0.036,6.151,3,2,16,53.400000000000006,18,12
-11.5895,0.6255,0.057,9.0355,3,2,26,54.3,19,12
-13.67815,0.5575,0.027,5.8215,3,2,14,54.3,20,12
-11.4453,0.63,0.0605,9.3085,3,2,20,54.3,21,12
-11.73915,0.6215,0.055,9.1365,3,2,22,54.3,22,12
-11.2134,0.6345,0.034,9.6035,3,2,17,54.0,23,12
-11.013350000000003,0.647,0.041,9.4975,3,2,18,53.400000000000006,24,12
-11.753200000000001,0.62,0.061,8.997,3,2,23,54.3,25,12
-11.5573,0.6255,0.054,9.0555,3,2,20,53.7,26,12
-12.935099999999998,0.579,0.0495,7.7335,3,2,19,54.3,27,12
-11.64845,0.623,0.064,8.8635,3,2,26,54.3,28,12
-13.39525,0.5635,0.0445,6.589,3,2,20,54.3,29,12
-11.978950000000001,0.6175,0.0595,9.1525,3,2,27,54.3,30,12
-13.073400000000001,0.572,0.052,7.201,3,2,20,54.3,31,12
-11.70795,0.6195,0.054,8.741,3,2,26,54.3,32,12
-13.483150000000002,0.5625,0.036,6.367,3,2,17,53.400000000000006,33,12
-13.7683,0.55,0.0355,6.4185,3,2,17,54.3,34,12
-13.59355,0.56,0.0265,5.959,3,2,15,54.3,35,12
-13.2758,0.567,0.0475,7.874,3,2,18,54.0,0,13
-13.4587,0.5635,0.0325,6.4105,3,2,17,53.400000000000006,1,13
-11.6786,0.622,0.059,9.1795,3,2,24,54.3,2,13
-11.7247,0.6235,0.0595,8.963,3,2,29,54.0,3,13
-13.575800000000001,0.5585,0.0335,5.9715,3,2,14,54.3,4,13
-11.33135,0.631,0.0485,9.533,3,2,19,53.400000000000006,5,13
-11.43985,0.6295,0.0535,9.12,3,2,19,54.0,6,13
-11.63985,0.622,0.064,9.053,3,2,22,54.0,7,13
-11.3264,0.621,0.0655,9.2225,3,2,23,54.3,8,13
-10.923900000000001,0.6445,0.04,9.8505,2,2,17,27.0,9,13
-11.1335,0.6385,0.038,9.7315,2,2,18,27.0,10,13
-11.191450000000001,0.6445,0.0455,9.5725,3,2,17,53.7,11,13
-11.67465,0.6275,0.0635,8.583,3,2,22,54.0,12,13
-11.976799999999999,0.6115,0.0475,8.9695,3,2,25,52.2,13,13
-11.61525,0.6285,0.062,8.881,4,3,29,81.3,14,13
-11.273399999999999,0.635,0.0455,9.5275,2,1,18,27.0,15,13
-13.4876,0.5655,0.045,7.1385,3,2,19,53.1,16,13
-11.30775,0.639,0.0405,9.585,3,2,19,54.3,17,13
-13.803900000000002,0.5535,0.028,6.2555,2,1,17,27.0,18,13
-11.6138,0.6265,0.061,9.1945,3,2,23,54.3,19,13
-13.90575,0.5505,0.0235,5.8245,3,2,14,54.3,20,13
-11.311200000000001,0.6365,0.056,9.2345,3,2,20,54.3,21,13
-11.79165,0.619,0.0545,8.8755,2,1,22,27.0,22,13
-10.98975,0.6435,0.0505,9.3505,3,2,17,54.3,23,13
-11.111,0.637,0.0485,9.557,3,2,17,54.0,24,13
-11.63475,0.631,0.06,8.997,4,3,21,80.4,25,13
-11.4683,0.6225,0.063,9.028,3,2,20,54.3,26,13
-12.88475,0.583,0.051,7.792,3,2,19,54.3,27,13
-12.50445,0.602,0.0535,8.8525,3,2,25,54.3,28,13
-13.613050000000001,0.5595,0.034,6.536,3,2,18,54.3,29,13
-11.76155,0.622,0.0635,9.048,3,2,29,54.3,30,13
-13.29695,0.5685,0.0405,6.9155,3,2,19,54.3,31,13
-11.9707,0.6165,0.063,9.0495,3,2,32,54.3,32,13
-13.62335,0.5585,0.0345,6.3635,2,1,16,27.0,33,13
-13.59975,0.5565,0.0325,6.358,3,2,18,54.3,34,13
-13.26645,0.571,0.033,5.9695,3,2,15,54.3,35,13
-13.368750000000002,0.5675,0.035,7.4085,3,2,20,54.0,0,14
-13.558599999999998,0.562,0.034,6.5355,2,2,19,27.0,1,14
-11.8444,0.617,0.042,9.2245,2,1,22,27.0,2,14
-12.188900000000002,0.607,0.039,8.946,2,1,22,27.0,3,14
-13.59985,0.5605,0.0235,5.689,3,2,15,53.10000000000001,4,14
-11.49595,0.628,0.0375,9.428,3,2,18,53.400000000000006,5,14
-11.769200000000001,0.621,0.035,9.1375,2,1,17,27.0,6,14
-11.8826,0.6175,0.0495,9.0235,3,2,22,51.900000000000006,7,14
-11.631549999999999,0.6235,0.047,9.3325,3,2,17,54.0,8,14
-11.3859,0.6325,0.042,9.4805,2,1,20,27.0,9,14
-11.4759,0.63,0.0335,9.6785,2,1,16,27.0,10,14
-11.441799999999999,0.6315,0.0315,9.629,2,1,18,27.0,11,14
-12.132549999999998,0.613,0.041,9.093,2,1,24,27.0,12,14
-12.1366,0.6115,0.0385,9.0065,2,1,23,27.0,13,14
-12.0458,0.6065,0.054,8.9795,3,2,23,53.7,14,14
-11.196150000000001,0.643,0.032,9.7535,3,2,19,53.7,15,14
-13.453100000000001,0.5645,0.0355,7.1055,3,2,20,54.3,16,14
-11.4811,0.6345,0.0275,9.611,2,1,15,27.0,17,14
-13.65175,0.56,0.0285,6.228,3,2,16,53.7,18,14
-11.991700000000002,0.6165,0.0515,8.871,3,2,22,54.3,19,14
-13.35875,0.566,0.027,5.6445,2,1,14,27.0,20,14
-11.7689,0.6235,0.0455,9.16,2,1,20,27.0,21,14
-11.79025,0.623,0.043,8.789,2,1,21,27.0,22,14
-11.353,0.635,0.024,9.464,2,1,19,27.0,23,14
-11.4284,0.6315,0.0305,9.776,2,2,17,27.0,24,14
-12.012400000000001,0.612,0.0485,8.9165,2,1,22,27.0,25,14
-11.8377,0.612,0.0485,9.1675,3,2,20,52.800000000000004,26,14
-13.1515,0.5715,0.0435,7.782,3,2,19,54.0,27,14
-11.996550000000001,0.611,0.0525,8.8285,3,2,25,52.8,28,14
-13.748550000000002,0.5555,0.0365,6.8085,3,2,18,54.0,29,14
-12.1186,0.6075,0.054,8.862,3,2,24,53.400000000000006,30,14
-13.237300000000001,0.569,0.0465,7.0105,3,2,23,54.3,31,14
-12.12305,0.6055,0.0485,8.826,3,2,22,54.3,32,14
-13.5679,0.5625,0.034,6.4305,3,2,18,54.0,33,14
-13.553100000000002,0.5585,0.0335,6.271,3,2,18,54.3,34,14
-13.590200000000001,0.5615,0.027,6.021,3,2,15,53.10000000000001,35,14
-12.550300000000002,0.5875,0.0375,3.4445,3,2,14,54.3,0,15
-12.257800000000001,0.5955,0.029,2.8275,2,1,12,27.0,1,15
-11.619,0.619,0.076,4.322,3,2,18,53.400000000000006,2,15
-11.579900000000002,0.624,0.081,4.3585,3,2,21,54.0,3,15
-12.3263,0.5915,0.016,2.535,2,1,9,27.0,4,15
-12.053600000000001,0.603,0.0695,4.6355,3,2,17,54.0,5,15
-11.77445,0.6085,0.0715,4.4625,4,3,18,80.7,6,15
-11.804650000000002,0.6115,0.0735,4.3295,3,2,17,54.3,7,15
-11.7439,0.616,0.0695,4.568,4,3,18,81.6,8,15
-12.209700000000002,0.5915,0.0615,4.8565,3,2,15,54.3,9,15
-12.2014,0.594,0.0665,5.0015,3,2,16,54.0,10,15
-12.31315,0.5955,0.0565,4.8615,3,2,15,53.7,11,15
-11.8035,0.6155,0.0725,4.454,3,2,17,54.3,12,15
-11.823900000000002,0.611,0.077,4.4375,3,2,21,54.3,13,15
-11.6614,0.6165,0.085,4.4715,4,3,18,80.4,14,15
-12.24155,0.5935,0.0665,4.9845,3,2,16,54.3,15,15
-11.98575,0.604,0.0445,3.1515,3,2,14,54.3,16,15
-12.237,0.5905,0.064,4.8475,3,2,16,54.3,17,15
-12.61975,0.5815,0.021,2.694,3,2,11,53.7,18,15
-11.702050000000002,0.616,0.0845,4.5125,4,3,17,81.3,19,15
-12.65975,0.5805,0.015,2.5305,2,1,9,27.0,20,15
-12.2603,0.5985,0.059,4.57,3,2,16,54.3,21,15
-11.74535,0.6135,0.08,4.764,3,2,25,54.3,22,15
-11.853650000000002,0.604,0.0655,4.82,3,2,16,54.0,23,15
-12.09105,0.599,0.063,4.9505,2,1,15,27.0,24,15
-11.56875,0.619,0.0815,4.3295,4,3,20,81.0,25,15
-11.536400000000002,0.6135,0.0815,4.3695,4,3,18,81.0,26,15
-12.243549999999999,0.5965,0.047,3.485,3,2,18,54.3,27,15
-11.794649999999999,0.6135,0.0745,4.4155,4,3,18,81.3,28,15
-12.379150000000001,0.5895,0.031,2.8855,3,2,12,53.7,29,15
-11.5608,0.622,0.0855,4.4365,3,2,20,54.3,30,15
-12.29795,0.595,0.0325,3.0975,2,1,14,27.0,31,15
-11.522950000000002,0.6185,0.084,4.395,4,3,18,81.6,32,15
-12.182599999999999,0.5975,0.0225,2.7665,3,2,10,54.3,33,15
-12.2534,0.5945,0.0225,2.7105,2,1,11,27.0,34,15
-12.429500000000003,0.589,0.0175,2.622,2,1,9,27.0,35,15
-11.39095,0.64,0.0285,10.293,3,2,22,54.3,0,16
-12.597900000000001,0.6005,0.027,9.5185,3,2,24,54.0,1,16
-8.7638,0.736,0.0195,11.2855,3,2,20,52.8,2,16
-9.398950000000001,0.7105,0.028,11.1465,2,1,23,27.0,3,16
-12.9971,0.5915,0.031,9.087,3,2,23,53.7,4,16
-8.72805,0.732,0.0285,11.379,3,2,22,53.7,5,16
-9.10465,0.7215,0.023,11.1785,3,2,18,54.3,6,16
-9.592350000000001,0.7075,0.024,10.9775,2,1,24,27.0,7,16
-9.1705,0.715,0.033,11.1215,2,1,21,27.0,8,16
-8.20885,0.7585,0.0175,11.5315,2,1,18,27.0,9,16
-8.09425,0.7585,0.02,11.541,2,1,19,27.0,10,16
-8.117299999999998,0.7565,0.02,11.6465,2,1,24,27.0,11,16
-9.36735,0.7125,0.0325,11.166,2,1,22,27.0,12,16
-9.1788,0.7275,0.025,11.2575,3,2,22,54.3,13,16
-9.50535,0.7095,0.0285,11.162,2,1,27,27.0,14,16
-8.0326,0.7575,0.025,11.6435,2,1,21,27.0,15,16
-11.95725,0.6275,0.0295,9.9455,3,2,28,54.3,16,16
-8.39925,0.743,0.022,11.5595,2,1,16,27.0,17,16
-12.7501,0.5925,0.031,9.4035,3,2,24,54.0,18,16
-9.07255,0.718,0.031,11.0885,3,2,27,53.7,19,16
-13.28245,0.578,0.025,9.1505,3,2,19,54.0,20,16
-8.953199999999999,0.7265,0.0215,11.264,3,2,20,53.7,21,16
-9.404099999999998,0.7135,0.022,11.0495,2,1,19,27.0,22,16
-8.4807,0.7445,0.018,11.537,2,1,20,27.0,23,16
-8.26555,0.7545,0.0155,11.615,2,1,17,27.0,24,16
-9.35745,0.716,0.0345,11.1645,3,2,29,54.3,25,16
-9.203700000000001,0.718,0.0275,11.28,3,2,19,54.0,26,16
-11.640550000000001,0.638,0.029,10.1855,3,2,28,54.3,27,16
-9.5386,0.707,0.03,11.021,2,1,29,27.0,28,16
-12.598700000000001,0.601,0.0265,9.697,3,2,22,54.3,29,16
-9.0605,0.7255,0.0285,11.2005,3,2,30,54.3,30,16
-12.06805,0.621,0.028,9.8635,3,2,28,54.3,31,16
-9.23725,0.719,0.0275,11.0085,3,2,22,53.1,32,16
-12.658100000000001,0.6015,0.0215,9.485,2,1,26,27.0,33,16
-13.0317,0.5945,0.0315,9.625,2,1,27,27.0,34,16
-13.4204,0.5755,0.0305,9.244,3,2,23,54.0,35,16
-12.333950000000002,0.5925,0.0405,3.4515,3,2,15,54.0,0,17
-12.313450000000001,0.592,0.0265,2.7935,3,2,11,54.3,1,17
-11.85565,0.609,0.0785,4.477,5,4,19,108.0,2,17
-11.29815,0.6205,0.0935,4.401,3,2,20,54.3,3,17
-12.192549999999999,0.596,0.0165,2.489,2,1,11,27.0,4,17
-12.052950000000001,0.6005,0.067,4.629,3,2,16,53.7,5,17
-11.974650000000002,0.6065,0.074,4.619,3,2,16,54.3,6,17
-11.624450000000001,0.6185,0.0795,4.4265,3,2,18,54.3,7,17
-11.8064,0.6055,0.083,4.785,4,3,18,80.7,8,17
-12.0946,0.597,0.067,4.7665,3,2,15,54.3,9,17
-12.268600000000003,0.5895,0.063,4.814,3,2,16,54.0,10,17
-11.82585,0.603,0.074,4.88,3,2,18,54.3,11,17
-11.41705,0.6245,0.083,4.385,4,3,22,81.0,12,17
-11.770400000000002,0.6125,0.081,4.561,3,2,18,54.3,13,17
-11.8093,0.611,0.0725,4.272,3,2,17,54.3,14,17
-11.902550000000002,0.604,0.079,4.9205,3,2,15,54.0,15,17
-12.563850000000002,0.586,0.03,3.1805,3,2,14,53.7,16,17
-11.972850000000001,0.601,0.0655,4.729,2,2,16,27.0,17,17
-12.476099999999999,0.5885,0.0225,2.6755,2,1,11,27.0,18,17
-11.1917,0.633,0.0895,4.535,4,3,18,81.6,19,17
-12.298600000000002,0.5945,0.0215,2.5485,2,1,10,27.0,20,17
-11.9246,0.6085,0.0715,4.6395,3,2,19,54.3,21,17
-11.568,0.616,0.0795,4.479,3,2,17,54.3,22,17
-12.5022,0.5875,0.058,4.967,2,1,17,27.0,23,17
-12.48715,0.5895,0.0605,5.0155,3,2,15,54.3,24,17
-11.68005,0.618,0.079,4.4445,3,2,20,54.3,25,17
-11.515550000000001,0.6135,0.082,4.531,3,2,16,54.3,26,17
-11.999,0.606,0.0495,3.5305,3,2,16,54.3,27,17
-11.7947,0.6155,0.07,4.371,5,4,19,107.7,28,17
-12.679250000000001,0.5825,0.033,2.8325,3,2,11,54.0,29,17
-11.5679,0.6185,0.0825,4.593,3,2,19,54.3,30,17
-12.432400000000001,0.5895,0.0395,3.1695,3,2,13,54.0,31,17
-11.427500000000002,0.6305,0.086,4.6025,3,2,18,54.3,32,17
-12.374600000000001,0.5905,0.028,2.764,3,2,14,53.7,33,17
-12.35035,0.592,0.032,2.879,3,2,11,54.0,34,17
-12.332450000000001,0.591,0.022,2.537,3,2,9,54.0,35,17
-11.3387,0.643,0.0325,10.2365,3,2,28,54.3,0,18
-12.7035,0.602,0.0275,9.5595,2,1,25,27.0,1,18
-9.0085,0.7245,0.0275,11.2415,2,1,23,27.0,2,18
-9.58435,0.7055,0.034,11.0365,3,2,24,54.3,3,18
-13.5473,0.5735,0.025,9.0565,2,1,20,27.0,4,18
-8.453299999999999,0.745,0.0195,11.419,2,1,16,27.0,5,18
-9.35185,0.7185,0.0185,11.2425,2,1,21,27.0,6,18
-9.11005,0.7255,0.0315,11.172,2,1,25,27.0,7,18
-8.861049999999999,0.728,0.0285,11.2635,3,2,23,53.1,8,18
-8.64405,0.7385,0.017,11.5755,2,1,18,27.0,9,18
-8.306700000000001,0.7525,0.018,11.5865,2,1,17,27.0,10,18
-8.15615,0.756,0.0245,11.6275,3,2,25,53.400000000000006,11,18
-9.48985,0.708,0.0325,11.05,2,1,19,27.0,12,18
-9.160950000000001,0.7225,0.0275,11.253,3,2,20,54.0,13,18
-9.70195,0.7025,0.0285,11.056,3,2,28,53.1,14,18
-8.396600000000001,0.747,0.0165,11.415,2,1,16,27.0,15,18
-12.36225,0.613,0.022,9.672,3,2,26,52.80000000000001,16,18
-8.2914,0.753,0.0155,11.4755,2,1,19,27.0,17,18
-12.950050000000001,0.5925,0.029,9.4875,3,2,23,53.400000000000006,18,18
-9.18045,0.7205,0.028,11.269,3,2,25,54.3,19,18
-13.29495,0.5785,0.027,9.183,2,1,20,27.0,20,18
-8.569700000000001,0.7355,0.0265,11.3965,3,2,22,54.3,21,18
-9.2614,0.7115,0.0275,11.044,2,1,21,27.0,22,18
-8.19815,0.752,0.0215,11.4855,2,1,17,27.0,23,18
-8.51495,0.742,0.018,11.4525,2,1,17,27.0,24,18
-9.172300000000002,0.7225,0.0295,11.0315,3,2,23,54.3,25,18
-9.492,0.705,0.031,10.961,2,1,24,27.0,26,18
-11.530650000000001,0.6395,0.025,10.2745,3,2,28,54.3,27,18
-10.1368,0.6885,0.029,10.9355,3,2,28,53.7,28,18
-12.737150000000002,0.5985,0.027,9.7315,3,2,24,54.3,29,18
-9.4657,0.7125,0.0275,11.0975,3,2,24,53.1,30,18
-12.059299999999999,0.623,0.028,10.0235,3,2,26,54.0,31,18
-9.677200000000001,0.705,0.0275,11.041,3,2,26,54.3,32,18
-12.640450000000001,0.601,0.0255,9.708,3,2,27,53.7,33,18
-12.727649999999999,0.604,0.033,9.513,3,2,23,54.0,34,18
-13.050450000000001,0.5885,0.0245,9.276,2,1,25,27.0,35,18
-12.52895,0.5835,0.0425,3.4865,3,2,14,54.0,0,19
-12.43795,0.5895,0.024,2.8675,3,2,14,54.3,1,19
-11.849950000000002,0.607,0.069,4.505,4,3,15,81.3,2,19
-11.81325,0.614,0.077,4.576,3,2,21,54.0,3,19
-11.734650000000002,0.611,0.0245,2.4295,3,2,10,54.0,4,19
-12.27335,0.5905,0.067,4.702,2,1,15,27.0,5,19
-12.128800000000002,0.6005,0.0595,4.6405,3,2,16,54.3,6,19
-12.1037,0.6005,0.064,4.3995,3,2,22,54.3,7,19
-12.19985,0.5965,0.062,4.5595,3,2,17,54.3,8,19
-12.30675,0.5905,0.056,4.848,2,1,16,27.0,9,19
-12.471900000000002,0.588,0.0565,5.096,3,2,14,53.1,10,19
-12.3301,0.5935,0.054,4.724,2,1,16,27.0,11,19
-11.4364,0.6245,0.084,4.3835,3,2,17,54.3,12,19
-11.7461,0.6155,0.071,4.405,3,2,18,54.3,13,19
-11.4092,0.625,0.081,4.444,3,2,19,53.7,14,19
-12.15835,0.5935,0.0645,4.9235,2,1,16,27.0,15,19
-12.386400000000002,0.5905,0.034,3.0335,2,1,13,27.0,16,19
-12.111650000000001,0.599,0.061,4.9425,3,2,16,53.7,17,19
-12.062800000000001,0.599,0.0215,2.746,2,1,14,27.0,18,19
-11.7757,0.6135,0.0765,4.521,3,2,17,54.3,19,19
-12.2996,0.5925,0.0175,2.4265,2,1,8,27.0,20,19
-12.411349999999999,0.592,0.0545,4.5605,3,2,17,53.7,21,19
-12.0564,0.6005,0.07,4.4395,3,2,22,54.3,22,19
-12.674000000000001,0.5795,0.0485,4.8835,2,1,15,27.0,23,19
-12.28505,0.595,0.0555,4.933,2,1,15,27.0,24,19
-11.8787,0.6095,0.0705,4.322,3,2,17,54.3,25,19
-12.230600000000003,0.5925,0.0625,4.6095,3,2,17,53.400000000000006,26,19
-12.189900000000002,0.597,0.0445,3.4565,3,2,15,54.3,27,19
-11.7359,0.6145,0.078,4.4395,3,2,19,54.3,28,19
-12.6476,0.5795,0.0275,2.8005,3,2,11,53.10000000000001,29,19
-11.633600000000003,0.6145,0.08,4.4775,3,2,19,54.3,30,19
-12.386650000000001,0.59,0.0385,3.13,3,2,13,53.1,31,19
-11.829600000000001,0.6115,0.0715,4.3735,3,2,21,53.7,32,19
-12.34175,0.594,0.022,2.8565,3,2,12,53.7,33,19
-12.19795,0.5945,0.0305,2.7845,3,2,13,54.3,34,19
-12.266800000000002,0.5935,0.0225,2.587,3,2,8,53.400000000000006,35,19
-11.4229,0.6395,0.027,10.4455,2,1,21,27.0,0,20
-12.6109,0.6035,0.0205,9.5765,2,1,27,27.0,1,20
-8.94665,0.7315,0.0225,11.294,2,1,18,27.0,2,20
-9.604550000000001,0.705,0.0145,11.0135,2,1,23,27.0,3,20
-13.04975,0.5885,0.0265,9.218,3,2,20,53.400000000000006,4,20
-8.5765,0.743,0.015,11.417,2,1,19,27.0,5,20
-8.8065,0.7305,0.017,11.4095,2,1,16,27.0,6,20
-9.13175,0.7215,0.0275,11.056,2,1,21,27.0,7,20
-9.13535,0.7205,0.0195,11.2445,3,2,17,54.3,8,20
-7.8033,0.7705,0.0115,11.793,2,1,17,26.7,9,20
-8.15455,0.7525,0.014,11.529,2,1,15,27.0,10,20
-8.252450000000001,0.755,0.011,11.491,2,1,21,27.0,11,20
-9.459200000000001,0.7125,0.017,11.156,2,1,24,27.0,12,20
-8.9755,0.7295,0.02,11.2455,3,2,23,54.3,13,20
-9.37655,0.7155,0.0155,11.234,2,1,20,27.0,14,20
-7.8326,0.766,0.01,11.756,2,1,15,26.7,15,20
-12.30425,0.615,0.023,9.889,2,1,25,27.0,16,20
-8.290899999999999,0.7515,0.013,11.546,2,1,15,27.0,17,20
-12.958950000000002,0.5945,0.0275,9.6065,3,2,24,53.1,18,20
-9.1586,0.717,0.0225,11.184,3,2,23,52.8,19,20
-13.1535,0.582,0.0245,9.064,3,2,20,53.7,20,20
-9.16125,0.716,0.017,11.1255,2,1,17,27.0,21,20
-8.84575,0.728,0.023,11.214,2,1,22,27.0,22,20
-8.0944,0.7525,0.0185,11.6505,2,2,19,27.0,23,20
-8.482400000000002,0.745,0.0105,11.4865,2,1,17,27.0,24,20
-9.4895,0.7095,0.0225,11.0195,2,1,21,27.0,25,20
-9.28075,0.7145,0.0195,11.1865,2,1,20,27.0,26,20
-11.40525,0.642,0.021,10.3085,3,2,29,54.0,27,20
-9.167200000000001,0.717,0.028,11.1325,2,1,21,27.0,28,20
-12.616150000000001,0.604,0.0265,9.7155,3,2,25,54.3,29,20
-9.47095,0.705,0.021,11.086,2,1,27,27.0,30,20
-12.20115,0.621,0.03,9.925,3,2,29,54.3,31,20
-9.584800000000001,0.704,0.0245,10.9015,2,1,19,27.0,32,20
-12.962900000000001,0.5915,0.0235,9.616,2,1,24,27.0,33,20
-12.366700000000002,0.6115,0.0205,9.792,2,1,28,27.0,34,20
-13.45615,0.5735,0.0205,9.2475,2,1,25,27.0,35,20
-13.39355,0.565,0.049,7.4555,2,1,25,27.0,0,21
-13.53245,0.5605,0.0365,6.4155,3,2,17,54.0,1,21
-12.060799999999999,0.617,0.043,9.018,3,2,21,54.0,2,21
-11.483,0.619,0.0735,9.0785,3,2,20,54.3,3,21
-13.74305,0.5525,0.031,5.7245,3,2,15,54.3,4,21
-11.3565,0.6295,0.0495,9.439,3,2,18,54.3,5,21
-12.11015,0.6065,0.0485,9.1135,2,2,20,27.0,6,21
-11.793700000000001,0.619,0.054,8.949,3,2,20,54.0,7,21
-11.78005,0.611,0.0565,9.0975,3,2,23,53.400000000000006,8,21
-11.5517,0.625,0.037,9.5085,2,2,20,27.0,9,21
-11.0089,0.643,0.048,9.6295,2,1,18,27.0,10,21
-11.028599999999999,0.6425,0.0465,9.625,2,1,16,27.0,11,21
-11.85485,0.6195,0.0625,8.7835,3,2,24,54.3,12,21
-11.77005,0.6175,0.0545,9.105,3,2,21,54.0,13,21
-11.8309,0.6105,0.0575,8.881,3,2,20,54.0,14,21
-11.1515,0.642,0.0375,9.7075,2,1,19,27.0,15,21
-13.358450000000001,0.5705,0.046,7.19,3,2,22,54.0,16,21
-11.6378,0.6275,0.036,9.2755,3,2,16,53.1,17,21
-13.339900000000002,0.5665,0.039,6.1135,3,2,17,54.0,18,21
-11.732899999999999,0.6185,0.066,8.9245,3,2,20,54.0,19,21
-13.2745,0.5655,0.032,5.6385,3,2,14,54.0,20,21
-12.1385,0.61,0.0445,9.018,3,2,20,54.3,21,21
-11.7981,0.6215,0.0585,9.004,3,2,19,54.3,22,21
-11.309849999999999,0.633,0.0465,9.4395,3,2,18,51.6,23,21
-11.10995,0.636,0.048,9.6905,3,2,18,54.0,24,21
-12.07965,0.61,0.0565,8.9675,3,2,25,54.3,25,21
-11.263650000000002,0.645,0.059,9.44,4,3,18,80.7,26,21
-13.2086,0.566,0.045,7.5845,3,2,23,54.3,27,21
-12.0905,0.609,0.0545,8.821,3,2,26,54.3,28,21
-13.63605,0.558,0.038,6.603,3,2,17,54.3,29,21
-12.128350000000001,0.6075,0.045,8.914,3,2,26,54.3,30,21
-13.508100000000002,0.561,0.0455,7.038,3,2,29,54.3,31,21
-11.9442,0.615,0.06,8.8495,4,3,26,80.4,32,21
-13.45015,0.565,0.0355,6.42,3,2,18,54.3,33,21
-13.1326,0.5745,0.0475,6.4915,3,2,16,54.3,34,21
-13.55095,0.5605,0.0305,5.9975,3,2,16,54.0,35,21
-13.33175,0.5675,0.044,7.7265,3,2,19,54.3,0,22
-13.59835,0.558,0.0335,6.43,2,1,17,27.0,1,22
-11.73225,0.6175,0.0615,8.9595,4,3,31,81.6,2,22
